                simTime,               simFrame,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,
+1.8646667639166117e+02,                  11189,                      1,                    509,                      1,                    0x2,+5.1021343231201172e+01,+1.0456985235214233e+00,-1.2930153310298920e-01,+8.1792671699076891e-04,+2.7542773634195328e-02,+5.2512959882733412e-06,                      3,+2.2173244628906250e+03,
+1.8648334305919707e+02,                  11190,                      1,                    509,                      1,                    0x2,+5.0807212829589844e+01,+1.0458731651306152e+00,-1.2912683188915253e-01,+8.1673462409526110e-04,+2.7652241289615631e-02,+5.2981031331000850e-06,                      3,+2.2175385742187500e+03,
+1.8650000972673297e+02,                  11191,                      1,                    509,                      1,                    0x2,+5.0592826843261719e+01,+1.0460478067398071e+00,-1.2895213067531586e-01,+8.1578094977885485e-04,+2.7759898453950882e-02,+5.3157159527472686e-06,                      3,+2.2177529296875000e+03,
+1.8651667639426887e+02,                  11192,                      1,                    509,                      1,                    0x2,+5.0378189086914062e+01,+1.0462225675582886e+00,-1.2877744436264038e-01,+8.1482727546244860e-04,+2.7865739539265633e-02,+5.2016453082615044e-06,                      3,+2.2179675292968750e+03,
+1.8653334306180477e+02,                  11193,                      1,                    509,                      1,                    0x2,+5.0163295745849609e+01,+1.0463972091674805e+00,-1.2860277295112610e-01,+8.1387360114604235e-04,+2.7969757094979286e-02,+5.1601978157123085e-06,                      3,+2.2181823730468750e+03,
+1.8655000972934067e+02,                  11194,                      1,                    509,                      1,                    0x2,+4.9948154449462891e+01,+1.0465718507766724e+00,-1.2842810153961182e-01,+8.1291992682963610e-04,+2.8071941807866096e-02,+5.0899684538308065e-06,                      3,+2.2183974609375000e+03,
+1.8656667639687657e+02,                  11195,                      1,                    509,                      1,                    0x2,+4.9732761383056641e+01,+1.0467466115951538e+00,-1.2825341522693634e-01,+8.1196625251322985e-04,+2.8172288089990616e-02,+4.9908881010196637e-06,                      3,+2.2186130371093750e+03,
+1.8658334306441247e+02,                  11196,                      1,                    509,                      1,                    0x2,+4.9517120361328125e+01,+1.0469212532043457e+00,-1.2807874381542206e-01,+8.1101257819682360e-04,+2.8270790353417397e-02,+4.8632214202370960e-06,                      3,+2.2188286132812500e+03,
+1.8660000973194838e+02,                  11197,                      1,                    509,                      1,                    0x2,+4.9301231384277344e+01,+1.0470958948135376e+00,-1.2790404260158539e-01,+8.1005890388041735e-04,+2.8367439284920692e-02,+4.7072953748283908e-06,                      3,+2.2190444335937500e+03,
+1.8661667639948428e+02,                  11198,                      1,                    509,                      1,                    0x2,+4.9085098266601562e+01,+1.0472706556320190e+00,-1.2772934138774872e-01,+8.0910522956401110e-04,+2.8462231159210205e-02,+4.5236056394060142e-06,                      3,+2.2192604980468750e+03,
+1.8663334306702018e+02,                  11199,                      1,                    509,                      1,                    0x2,+4.8868721008300781e+01,+1.0474454164505005e+00,-1.2755461037158966e-01,+8.0838997382670641e-04,+2.8555156663060188e-02,+4.3126588025188539e-06,                      3,+2.2194770507812500e+03,
+1.8665000973455608e+02,                  11200,                      1,                    509,                      1,                    0x2,+4.8652103424072266e+01,+1.0476201772689819e+00,-1.2737983465194702e-01,+8.0743629951030016e-04,+2.8646210208535194e-02,+4.0750010157353245e-06,                      3,+2.2196936035156250e+03,
+1.8666667640209198e+02,                  11201,                      1,                    509,                      1,                    0x2,+4.8435241699218750e+01,+1.0477949380874634e+00,-1.2720501422882080e-01,+8.0672104377299547e-04,+2.8735384345054626e-02,+3.9140759326983243e-06,                      3,+2.2199104003906250e+03,
+1.8668334306962788e+02,                  11202,                      1,                    509,                      1,                    0x2,+4.8218143463134766e+01,+1.0479698181152344e+00,-1.2703014910221100e-01,+8.0600578803569078e-04,+2.8822673484683037e-02,+3.6252022255212069e-06,                      3,+2.2201274414062500e+03,
+1.8670000973716378e+02,                  11203,                      1,                    509,                      1,                    0x2,+4.8000804901123047e+01,+1.0481448173522949e+00,-1.2685522437095642e-01,+8.0552895087748766e-04,+2.8908072039484978e-02,+3.4141194191761315e-06,                      3,+2.2203449707031250e+03,
+1.8671667640469968e+02,                  11204,                      1,                    509,                      1,                    0x2,+4.7783233642578125e+01,+1.0483198165893555e+00,-1.2668024003505707e-01,+8.0481369514018297e-04,+2.8991568833589554e-02,+3.1792283152753953e-06,                      3,+2.2205625000000000e+03,
+1.8673334307223558e+02,                  11205,                      1,                    509,                      1,                    0x2,+4.7565425872802734e+01,+1.0484948158264160e+00,-1.2650518119335175e-01,+8.0433685798197985e-04,+2.9073162004351616e-02,+3.0239220905059483e-06,                      3,+2.2207802734375000e+03,
+1.8675000973977149e+02,                  11206,                      1,                    509,                      1,                    0x2,+4.7347381591796875e+01,+1.0486699342727661e+00,-1.2633003294467926e-01,+8.0362160224467516e-04,+2.9152844101190567e-02,+2.7429764486441854e-06,                      3,+2.2209982910156250e+03,
+1.8676667640730739e+02,                  11207,                      1,                    509,                      1,                    0x2,+4.7129108428955078e+01,+1.0488451719284058e+00,-1.2615479528903961e-01,+8.0314476508647203e-04,+2.9230607673525810e-02,+2.5426520551263820e-06,                      3,+2.2212165527343750e+03,
+1.8678334307484329e+02,                  11208,                      1,                    509,                      1,                    0x2,+4.6910606384277344e+01,+1.0490205287933350e+00,-1.2597943842411041e-01,+8.0290634650737047e-04,+2.9306447133421898e-02,+2.2179031020641560e-06,                      3,+2.2214350585937500e+03,
+1.8680000974237919e+02,                  11209,                      1,                    509,                      1,                    0x2,+4.6691871643066406e+01,+1.0491960048675537e+00,-1.2580399215221405e-01,+8.0242950934916735e-04,+2.9380356892943382e-02,+1.9752928892557975e-06,                      3,+2.2216538085937500e+03,
+1.8681667640991509e+02,                  11210,                      1,                    509,                      1,                    0x2,+4.6472908020019531e+01,+1.0493716001510620e+00,-1.2562841176986694e-01,+8.0219109077006578e-04,+2.9452327638864517e-02,+1.8162621699957526e-06,                      3,+2.2218728027343750e+03,
+1.8683334307745099e+02,                  11211,                      1,                    509,                      1,                    0x2,+4.6253719329833984e+01,+1.0495473146438599e+00,-1.2545271217823029e-01,+8.0171425361186266e-04,+2.9522355645895004e-02,+1.5347551425293204e-06,                      3,+2.2220920410156250e+03,
+1.8685000974498689e+02,                  11212,                      1,                    509,                      1,                    0x2,+4.6034309387207031e+01,+1.0497231483459473e+00,-1.2527687847614288e-01,+8.0147583503276110e-04,+2.9590435326099396e-02,+1.3375605476539931e-06,                      3,+2.2223112792968750e+03,
+1.8686667641252279e+02,                  11213,                      1,                    509,                      1,                    0x2,+4.5814670562744141e+01,+1.0498991012573242e+00,-1.2510089576244354e-01,+8.0147583503276110e-04,+2.9656559228897095e-02,+1.0190938155574258e-06,                      3,+2.2225310058593750e+03,
+1.8688334308005869e+02,                  11214,                      1,                    509,                      1,                    0x2,+4.5594810485839844e+01,+1.0500752925872803e+00,-1.2492476403713226e-01,+8.0123741645365953e-04,+2.9720721766352654e-02,+7.8648804446856957e-07,                      3,+2.2227509765625000e+03,
+1.8690000974759459e+02,                  11215,                      1,                    509,                      1,                    0x2,+4.5374729156494141e+01,+1.0502514839172363e+00,-1.2474846839904785e-01,+8.0099899787455797e-04,+2.9782917350530624e-02,+6.4107189245987684e-07,                      3,+2.2229709472656250e+03,
