                simTime,               simFrame,               playerId,              lightMask,               steering,    steeringWheelTorque,                accMask,               accSpeed,           batteryState,            batteryRate,       displayLightMask,              fuelGauge,
+7.7116670688614249e+01,                   4628,                      1,                 0x8020,+7.9340294003486633e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7133337356150150e+01,                   4629,                      1,                 0x8020,+8.1819251179695129e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7150004023686051e+01,                   4630,                      1,                 0x8020,+8.4195300936698914e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7166670691221952e+01,                   4631,                      1,                 0x8020,+8.6472608149051666e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7183337358757854e+01,                   4632,                      1,                 0x8020,+8.8652536273002625e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7200004026293755e+01,                   4633,                      1,                 0x8020,+9.0739883482456207e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7216670693829656e+01,                   4634,                      1,                 0x8020,+9.2735566198825836e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7233337361365557e+01,                   4635,                      1,                 0x8020,+9.4644911587238312e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7250004028901458e+01,                   4636,                      1,                 0x8020,+9.6469417214393616e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7266670696437359e+01,                   4637,                      1,                 0x8020,+9.8211802542209625e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7283337363973260e+01,                   4638,                      1,                 0x8020,+9.9875114858150482e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7300004031509161e+01,                   4639,                      1,                 0x8020,+1.0146364569664001e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7316670699045062e+01,                   4640,                      1,                 0x8020,+1.0297877341508865e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7333337366580963e+01,                   4641,                      1,                 0x8020,+1.0442318767309189e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7350004034116864e+01,                   4642,                      1,                 0x8020,+1.0580080747604370e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7366670701652765e+01,                   4643,                      1,                 0x8020,+1.0711262375116348e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7383337369188666e+01,                   4644,                      1,                 0x8020,+1.0836298018693924e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
